"instructor","id","section_sis_id","my_instructor_may_share_my_reflection_responses_with_the_researchers_in_this_study","as_of_today_i_am_at_least_19_years_of_age","in_this_class_youll_be_learning_about_the_process_of_scientific_investigation_what_do_you_think_that_process_looks_like_from_the_perspective_of_a_researcher_compared_to_what_it_looks_like_from_the_perspective_of_someone_in_the_general_public_who_is_a_consumer_of_scientific_results_write_a_paragraph_at_least_3_5_sentences_about_how_you_think_science_happens","paste_the_response_code_you_received_after_participating_in_the_graphics_experiment_here","what_do_you_think_the_purpose_of_the_experiment_was","what_hypotheses_might_the_experimenter_have_been_testing","what_sources_of_error_are_involved_in_this_experiment","what_variables_were_examined_for_each_variable_identify_whether_it_was_quantitative_or_categorical","what_elements_of_experimental_design_such_as_randomization_or_the_use_of_a_control_group_do_you_think_were_present_in_the_experiment_why","what_components_of_the_experiment_are_clearer_now_than_they_were_as_a_participant_what_questions_do_you_still_have_for_the_experimenter_write_3_5_sentences_reflecting_on_the_abstract","how_did_the_information_you_gained_from_the_components_of_this_project_participation_post_study_reflection_extended_abstract_presentation_differ","what_components_were_emphasized_in_the_presentation_that_werent_emphasized_in_the_abstract_why_do_you_think_that_is","what_critiques_do_you_have_of_this_study_and_its_design_what_would_have_made_the_study_better","if_you_had_to_hear_about_this_study_using_only_the_extended_abstract_or_only_the_presentation_which_one_would_you_prefer_which_one_would_be_better_for_determining_whether_the_experiment_was_well_designed"
"13","1c3d01120968b40a1f13cad5edb9d0ad","STAT-218-701.1241","I agree","TRUE","I think the process of a researcher is very similar to the process used when we use the scientific method in school. First make an observation, ask a question, then formulate a hypothesis, make a prediction, test it, and analyze the results. I think this is a pretty standard way of experimenting and doing research within the science community. I think there is a different approach from the general public, as I feel that they probably just take these statistics that they are provided with from researchers at face value and do not question much about it or the process that it takes to get these results.","71488-91492-63658-27025","I think the purpose of the experiment was to see how people perceive and judge relative sizes.","The experimenter was probably testing the hypothesis that people will not correctly identify the relative size of the line due to overestimation/underestimation.","A source of error that may be involved in this experiment is that participants may have a tendency to respond a certain way such as using common fractions like 1/3, 1/2, 3/4, etc, to identify the relative sizes of these lines. Another possible source of error in this experiment could be the participant's ability to accurately judge how large a line is in relation to another.","The variables that were examined were which line was smaller which is a categorical variable and the size of the smaller line in comparison to the larger line which is a quantitative variable.","There was probably a control group present in the experiment as it is a very important component of research that uses an experimental design because it is a main point of reference when trying to figure out if your results are statistically significant or not. I also believe there was probably a randomization component used in this experiment because it is important for a researcher to use a randomized population so that they do not get biased results.","It is more clear to me know what the purpose of the experiment actually was. It did seem to me when I was participating in the experiment that it was harder to determine the relative size of the lines when I was shown a 3D model as opposed to a 2D model, so it makes sense that is what is being studied here. My curiosity in this research is obviously what the results turn out to be and if they prove to be statically significant. Another thing that I would ask the researchers about is how often participants in this research used numbers relating to a common fraction to compare the relative size of the lines. For example, I am curious if more participants used numbers like 25.0 to simulate 1/4 or 0.33 to simulate 1/3 as opposed to using seemingly random numbers like 0.29 or 0.57.","The participation component of this experiment focused on participating in the experiment and getting a baseline of what the experiment is. The post-study component of this experiment focused on reflecting on the experimental design, how randomization occurred, and identifying different components of the experiment, and the extended abstract component of this experiment focused on reading a paper about the general study design and concepts of the experiment and reflecting on it from the view of the researchers. Finally, the presentation component of this study focuses on watching a presentation about a more in-depth explanation of the experiment overall and reflecting on it.","Components that were emphasized in the abstract was more focused on the general design of the study and the methods used to conduct this study. In contrast, the presentation focuses on the specific formulas used to determine how the perceptions of 2D charts and 3D charts differ which in turn are used in order to tell if these values are statically significant. I think the presentation focuses more on these components because they are easier to understand when they are being explained in video rather than it just being written on a piece of paper.","My critique of this study is that it is hard to generalize to the public, since the population contains of only students from Stats 218 classes at the University of Nebraska-Lincoln. The study would have been better if it had been administered to a broader population. ","I would rather learn about it from only the presentation as opposed to only the extended abstract article. I think the presentation is both better to learn about the experiment and to know if it is well designed because it is easier to understand the nuances of this experiment when someone is explaining it to you rather than just reading it from a piece of paper."
"13","4056afe544a04c3a1e9d45cbd6986d46","STAT-218-701.1241","I agree","TRUE","From the perspective of the researcher, you would be as equally concerned with the whole process of the experiment. Ensuring that it is a bind and large enough sample size to help ensure statistical relevancy. While the general consumer is more concerned with the results. Wanting a easily consumed result that does not take to much effort to see what the results are. ","32170-16337-40031-89996","The propose was to see if we can acccuretly guess the amount ","The hypothesis themsy have been testing id that men are better at it than woman.","Not reading the questions right, clickinh.","Weather a bar was the smallest categoeial, and how small.it was quantitative ","Blind study ","One thing that is more clear after reading the abstract is the intention of the study. As well as how they analyzed the data from the experiment. What I would like to know more about is the implications of the study.","The abstract focused more on results and patterns than the presentation. As well as the potential impacts, while the others focused on more of the process.","The components that were emphasized more in the presentation were were the differences between the 2D and 3D graphs. The reason I believe this is as it helps explain the differences of the two more.","I believe that it would have benefit from having another part with markers. As this is more accurate to who we would see both 2-d and 3-d graphs.","I would have preferred the presentation due to the consumpablilty of the material. As it is much more easily understood with visual aids to improve my understanding."
"13","601b7a094af6f0e7c7b1cb4c1a3b6d06","STAT-218-701.1241","I agree","TRUE","I think that scientific investigation from a researcher's perspective is a form of investigation that relies more on careful data collection than normal research. I think that a researcher has to think more about the data then what it shows such like if the data makes sense or can be supported from other aspects. It's about comparing and contrasting more.","97534-73325-51500-12128","I'd imagine it was to determine if there is a correlation in the perception of size based on other objects around that said object and possibly by age and gender as well.","Having 3D shapes vs 2D shapes changes someones perspective on height. ","Sources of error could be in screen brightness/resolution.","Favorite zoo animal - Categorical

Gender - Categorical

Age - quantitative","I think randomization was used in the types of graphs that were looked at as I would be surprised if gender or age was a determining factor in choosing which ones we looked at. ","The first thing I noticed was that one of the guesses at about comparing 2D and 3D graphs was correct and that is a key element they are looking into. Another thing I noticed was that the sizes of the bars that I guessed on were never whole numbers without a decimal point. In the experiment, every single bar contains a decimal point. It was also cool to see this is an ongoing experiment that is expanding on a past one.

My main question would be how different the results for online varied from in-person results. ","I liked how the presentation was formated much easier to understand than the paper. The way the voice and visuals explained it was more straightforward and user-friendly in my opinion. It also seemed more chronological. ","I would say","Some critique I have is how it was sometimes challenging to identify the shapes. Having a different way to highlight them could be helpful. I also thought that the online model could have been made simpler with its UI design in the slider.","I would prefer the presentation. It was easier to follow and is more fun to watch then to read the paper. I also think the video should be used for the only portion every time rather then the paper."
"13","d6d29269327f8dcb872cb85ec56d46af","STAT-218-701.1241","I agree","TRUE","For a researcher, scientific investigation is a curious and experimental journey. However, for the general public, it may seem like a series of straightforward discoveries presented as facts without acknowledging the complexities involved in the process. The scientific results are often presented as matter-of-fact. Still, the intricate process that leads to them is often overlooked.","70103-43517-86242-37271","Maybe understanding the perception of accuracy maybe the wanted to investigate how accurate individuals perceive and estimate the height of graphical representations. Or the purpose could of been understanding and assessing the graphical designs of the bar graphs they may have wanted to understand and evaluate the effectiveness of different graphical designs and how us viewers would convey them.","One hypothesis could of been the perception accuracy the experimenter might hypothesize that individuals are accurate in estimating the height of the bar graph of the smaller one. The effect of the visual presentation the experimenter could hypothesize that certain visual presentations such as different colors, orientations of the graph could of had a influence on me and the other participants accuracy in estimating the height. These are just a few of the hypotheses I think that could of been possible.","1. Subjective perception - we may perceive the height of the bar graph differently based on certain factors

2. Measurement errors - may be errors in the measurements we used to guess the height of the bar graph 

3. I feel like the environment you are surrounded by could be a factor such as distractions, or lighting conditions

 ","The height of the bar graph - it would be quantitative 

The participant guesses - would be quantitative variable 

The graphical presentation - would be categorical variable 

The participants characteristics - categorical (speaking of age, gender, education level)

 ","I think randomization was present during the experiment they could have been assigned different conditions present to them and could of caused different observations. I bet there was a control group such as participants estimating the height of the bar graph without an manipulation to it. The last one I think that was used is definitely counterbalancing, where multiple conditions were present, and they had effects evenly distributed across all participants. ","After reading this, the abstract provides a clear overview of the experiment's objectives, methodology, and potential implications. However, certain technical details, such as the specific algorithms used for generating comparison values and the intricacies of designing the 3D-printed graphs, may be more apparent to me now than they would have been as a participant. Adding on the abstract effectively communicates the study in extending the previous research on 3D data visualization. I would like to know more about the criteria for selecting participants and how their prior experience or expertise might impact the results. Overall, the abstract effectively summarizes the research aims and methodology, but additional details on participant selection and potential biases would enhance understanding.","Participation in the project involved engagement in the experiment and experiencing hands-on practical experiments. Post-study reflection prompted critical evaluation of the project's process and outcomes, leading to insights on areas for improvement and personal growth. Going into the extended abstract required vital findings and contributions in a concise format. At the same time, the presentation focused on effectively communicating the project's objectives, methods, and results to an audience, honing presentation skills.","In the presentation, there was an emphasis on engaging the audience, using visual aids effectively, and responding to feedback. This should have been explicitly emphasized in the abstract. This is because the presentation format allows for direct interaction with the audience participating. Also, the presentation allows us to address any uncertainties we have raised, which delves into a deeper understanding of this research and its implications.","Depending on the number and diversity of participants involved in the perceptual judgments, the study's generalizability could be limited. So, increasing the sample size and diversity of participants, such as including individuals with varying levels of expertise in data visualization, would, I think, enhance the study's robustness and applicability to broader populations. Follow-up studies would be great. Conducting longitudinal studies to assess the stability and generalizability of the findings over time or across different contexts can provide more robust evidence and insights into this experiment. ","I would prefer to hear about it through the presentation. Presentations offer direct interaction, visual aids, and verbal explanations, which can help convey complex concepts more effectively and engage the participants (us) in a dynamic way. This allows for a deeper understanding of the research and its implications compared to reading an abstract alone. The extended abstract would be more suitable for determining whether the experiment was well-designed. The abstract summarizes the study's objectives, results, and conclusions. The extended abstract formally documents the study's design and is more thorough for methodological rigor."
"13","b72ef61def1a544fbbcdae2fe821941f","STAT-218-701.1241","I agree","TRUE","From the perspective of a researcher I think that the process of science is very thought out, planned and a very meticulous task. Thinking about it, a researcher has to conduct the hypothesis, the set up of an experiment, collect the data and more. Overall from this perspective there is much that goes into it. In the perspective of consumers I think that it is much simpler. In the eyes of consumers they get the answer to the scientific questions without much thought of what may go into it overall to obtain the answer. ","35947-61138-29068-67779","I would think that the purpose of the experiment was to see how changing the shape, length of the block, length apart from each other and perspective (3d or not) of the blocks affect how the blocks are perceived by the audience. ","Maybe ""the size of the smaller blocks seems smaller when the two blocks being observed are further apart."" 

You could say that the ""the size of the smaller blocks is perceived to be bigger when not in 3D.""","Error that could be found in this could be in this especially since it is online is that is that online error, not seeing all the reality of the blocks because you are unable to really see the models, another possibility is possibly the color error, for example it may impact how the audience is viewing that possibly with eye color issues. ","block length - quantitive, color of blocks - categorical, perspective of the block (3D or not) - categorical. ","In this you can see randomization, where the blocks are randomly choses for the audience, it also uses blinding in which the audience/groups do not have any idea of what group they are in. 

Both of which are used to prevent bias in the study throughout. ","From reading this abstract it is more clear to me what exactly was being studied and compared, because previously I was unsure. I can also now be sure of how it was a more randomized experiment, when participating in the experiment I was unsure how the participants were selected and grouped. Now knowing that it was a randomized design and that the participants were meant to have that blind selection. The question I still would have for the experimenter is what programs and places are using the 3D graphs and how does that effect the work that is done using this over something else?","I would say the difference from what information I gained differed the most from the participation to the abstract. From the participation of the project I really did not have any insight on what I was participating in, had no idea what was being studied and observed, what group I was in, etc. From the abstract not only did I learn about the experiment but I would learn the purpose of the study and how the different variables were tested and what was being tested. ","I would say the importance in the presentation that was not identifies in the abstract could possibly be the effect of colors on how the bars are perceived not only the 3d imaging, from what I remember at least. ","I think the only critique I would say that I have is how it was tested, for me it was online. With the online participation it made it very difficult and could be biased by having to participate online. ","I would say the presentation, it provided visuals that I very much could understood by the average reader, not only that but by it being split up into parts made it very easy to follow and understand as well. While the abstract felt like information just thrown at me, making it very hard to get through and understand by the average reader. "
"13","8d83e96bacb190db4240123cfa8872e0","STAT-218-701.1241","I agree","TRUE","From the perspective of a researcher, the process of scientific investigation involves a systematic approach to acquiring knowledge through observation, experimentation, and analysis. Researchers formulate hypotheses, design experiments or studies to test these hypotheses, collect and analyze data, and draw conclusions based on evidence. This process often requires critical thinking, attention to detail, and collaboration with peers to ensure rigor and accuracy in the findings. Additionally, researchers must adhere to ethical guidelines and peer review processes to maintain the integrity and credibility of their work.

From the perspective of someone in the general public who is a consumer of scientific results, the process of scientific investigation may appear more straightforward and streamlined. Consumers typically encounter scientific results through media sources, educational materials, or public announcements. They may perceive science as a series of definitive findings or discoveries presented in a clear and accessible manner. However, consumers may not always be aware of the complexities involved in the research process, including potential limitations, uncertainties, and ongoing debates within the scientific community. As a result, there may be a gap between the perception of science as a finished product and the dynamic, iterative process of scientific inquiry.","47699-29767-01165-66211","Not very sure. Maybe to compare sizes of different bar graphs 2D and 3D.","I have no clue. ","2D and 3D graphs","Circle or triangle ","I am not sure. I am still very confused about the purpose of the experiment.","The abstract explains why the study is being done and what it hopes to find out. It talks about comparing 2D and 3D bar charts, including ones made with 3D printing. The study will involve people looking at different charts and saying which bars are smaller and by how much. The abstract gives some details about how the study will be done, but it might still be confusing about exactly how the charts are made and how the results will be measured.",NA,NA,NA,NA
"13","4c5f4660d178ca625bf0e4ac65a45b93","STAT-218-701.1241","I agree","TRUE","From my perspective, the process of scientific investigation involves hypothesis formulation, experimentation, data collection, analysis, and interpretation. Researchers engage in literature reviews to build upon existing knowledge, design experiments or studies to test hypotheses, and rigorously collect and analyze data using appropriate methodologies and statistical techniques. The process often requires collaboration with others, peer review of findings, and publication of results in scientific journals to contribute to the collective body of knowledge in their field. They typically encounter scientific findings through the media, where complex research findings are often distilled into summaries or headlines. Consumers of scientific results may not fully understand the subject, leading to potential misunderstandings or misinterpretations of findings.","31634-47967-54923-50176","I think the purpose of this experiment was to better determine how good people are at guessing percentages of bar graphs. ","How good people are at determining percentages while looking at bar graphs. ","I think that the experiment is up to human error and can be perceived differently by different individuals. ","The variables that were examined in this experiment were shape and percentage associated with each bar graph. The shape of the graphs is categorial and the percentage was quantitative. ","I think that randomization was present in the experiment and the responses were up to random interpretation. The control group in each question represented 100% because it was based upon the lower bar graph.","It is clear to me know what the experimenters wanted to see the difference in peoples perception of 2D vs 3D graphs and their effectiveness. My main question for the experimenter would be "" How close in percent does the participant have to be for it to be deemed effective?"". I think it is important that they are extending on a previous experiment that they deemed incomplete. They are extending their study to determine the effectiveness for their own company. ","The presentation above also incorporated 3D background graphics which was different from the abstract earlier. The presentation also expanded on each of the different experiments and showed statistical values for the experiments such as p value.","I think the presentation went into more detail for the experiments and emphasized the odds ratio and standard error. It was also able to show more graphs from the data going more into depth than the abstracts. I think this is because the abstracts are meant to be more brief containing less of the results. ","I think that the study did not incorporate human error or eyesight into the experiment. I think what may have caused so much standard error in the experiments is peoples lack of judgement. ","I would prefer the presentation because I feel like it went more into depth particularly in the results section of the experiment. I am more of a visual learner and the presentation provided more visuals for the results and data from the experiment. I would prefer the abstract to determine which was better designed because it went into more detail how the experiment was set up and what it was looking for. "
"13","6206d9af56445129773c70e834a6ae47","STAT-218-701.1241","I agree","TRUE","I think that the researcher starts with something he is interested and cares about solving. The researcher has a specific goal, but the consumer just sees it as something they can use to their advantage. The consumer does not always take into consideration the amount of hardwork the researcher spends.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2cf9966eb67919172a5be4e7cc32c2e0","STAT-218-701.1241","I agree","TRUE","For a researcher, scientific investigation involves formulating hypotheses, designing experiments, collecting data, analyzing results, and sharing findings through peer review. However, to the general public, science may seem like a straightforward process of discovering and presenting conclusions without the intricacies of research methodology fully understood.

 ",NA,"To determine the purpose of the experiment, I would need more specific details about the experiment itself, such as its design, hypothesis, and the variables involved.","The experimenter might have been testing hypotheses related to the effects of certain variables on a specific outcome, such as the impact of temperature on chemical reaction rates, or the influence of a new teaching method on student learning outcomes. Without more context, it's difficult to specify the exact hypotheses.","To provide an accurate response, I need more details about the specific experiment you are referring to. Please provide additional information about the experiment, such as its purpose, procedures, materials used, and any measurements taken.","To provide an accurate response, I need the specific context or details about the study or data set you are referring to. Please provide more information about the variables in question."," Generally, elements like randomization help ensure that the sample groups are representative and reduce bias, while control groups serve as a baseline to compare the effects of the experimental treatment. These elements are crucial for establishing causality and enhancing the validity of the experiment's results.","As a participant, I now have a clearer understanding of the replication process and design considerations involved in comparing 2D and 3D data visualizations. The detailed descriptions of the methods used for creating and presenting the different types of graphs provide insight into the study's complexity and thoroughness. However, I still have questions about how the participants' perceptions of the graphs will be analyzed and how the findings will contribute to our understanding of 3D data visualization effectiveness. Overall, the abstract highlights the importance of methodological rigor and interdisciplinary collaboration in studying perceptual judgments of data visualizations.","The components of the project provided different types of information: Participation offered practical experience and insights; post-study reflection allowed for personal evaluation and understanding of experiences; the extended abstract summarized key findings and theoretical implications; and the presentation facilitated sharing and discussing these insights with peers, receiving feedback, and enhancing communication skills.","To answer this question, I need to know the specific content of both the presentation and the abstract. Without this information, I can't accurately determine which components were emphasized differently or speculate on the reasons for such emphasis.","To provide critiques and suggestions for improvement, I need more details about the specific study you are referring to. Please provide information about the study's topic, methodology, and any findings or conclusions it presented.","Preferring the extended abstract or the presentation depends on personal learning style. However, the extended abstract is generally better for determining whether the experiment was well designed, as it likely contains more detailed information about the methodology, controls, and statistical analysis compared to a presentation, which might focus more on summarizing results and broader implications."
"13","e7e30247759b5898996447f97096e60f","STAT-218-701.1241","I agree","TRUE","For science it starts with someone's idea or hypothesis which turns into hours research before they can actually conduct some type of experiment. During the experiment they might make changes depending on groups and data collected. After all of that they'll see if the results match their hypothesis and might re-conduct the experiment to further results.",NA,NA,NA,NA,NA,NA,"Evaluating perceptual judgments on 3D printed bar charts involves assessing the accuracy of depth perception compared to traditional 2D representations. Attention must be paid to potential distortions caused by the printing process, impacting the interpretation of data. User feedback and controlled experiments can offer insights into the effectiveness and usability of 3D representations for data visualization.",NA,NA,NA,NA
"13","68f184e3ef063823e58e65b6a031d37a","STAT-218-701.1241","I agree","TRUE","from the researcher prospective the scientific investigation process probably seems more complicated as they know all of the different factors and types of information they need to complete it. to a person in the general public they probably see it as gathering some information and comparing them or recording the data in some way. they probably don't think of all of the things that they need for the investigation. I think general public sees the process as hard but surface level, and a researcher sees it as hard but much more complicated. for me, as the general public, i definitely know it is not an easy process but i have not considered exactly how much information needs to be gathered for scientific investigations. i think science happens because of theories, ideas, and data that is collected","53301-96507-25768-84296","to test how we evaluate proportions when they are side by side vs apart vs 3D vs 2D and how the bars next to them can effect our answers","That the proportion guesses would be closer to the correct size when the bars were next to each other","the online version could have different results from the in person version. 

the classic human error

 ","which bar is smaller-categorical

the proportion of the two bars- quantitative","i think that randomization was used in the experiment to reduce selection bias, i think there was a use of a control group with the correct answers to be able to base the experiment results off of. ","it is a lot more clear why i had to chose between two graphs, although while i was doing the experiment i had an idea of what the aim of the research question was. i do want to know though how the results differed from the in person experiment vs the online one. were 3D printed graphs more accurate for data comparisons than the 3D rendered online graphs?","well for starters i really didn't have any knowledge from the participation component of this project, i just knew i was estimating a number. so from the participation to the extended abstract i found out why we were estimating the percent between a 2D and 3D model. in the presentation i learned that viewing angle is not a problem for 3D models, but when you have a 3D graph with a 2D model the perception is skewed. ","There weren't any graphs presented in the abstract like there were in the presentation. for example: the predicted responses for true ratios. i think this is because it can be hard to get your point across when there are so many lines and numbers when presenting it on paper and it is easier to be able to describe it in person. ","i like that it was made accessible for the kids doing online classes, however i think the data should have only come from either in person experiments with the 3D printed graphs or from the online 3D projected graphs. there could be different answers for both and could skew the data. ","i think reading the abstract is easier to do and takes less time, but for the sake of information i think the presentation is better. this is because it included a lot more data and visuals and went more in depth with the information. "
"13","a05e70c5392202e9b5251f6f6af4a73e","STAT-218-701.1241","I agree","TRUE","From the perspective of a researcher the process of scientific investigation looks like forming a hypothesis, doing tests, and then releasing that information out to others. From the perspective of someone in the general public who consumes scientific results, they only get to see they final step which is the releasing of the infomation. ","62209-73396-45305-93120","The purpose of the experiment likely aimed to investigate a specific research question or hypothesis within a particular field or domain. It may have sought to explore the effects of certain variables, test the efficacy of a new intervention or technology, or contribute new insights to existing knowledge. Overall, the experiment likely aimed to advance understanding within its respective field and potentially offer practical implications or applications based on its findings.","The experimenter might have been testing hypotheses related to the effectiveness of a new teaching method on student learning outcomes, predicting that students exposed to the new method would demonstrate higher test scores compared to those taught through traditional methods. Alternatively, they could have been investigating the impact of a dietary intervention on weight loss, hypothesizing that participants following the intervention would experience greater weight reduction compared to a control group following a standard diet.","Two potential sources of error in the experiment could include sampling bias, where the sample does not accurately represent the population of interest, and measurement error, which can arise from imprecise instruments or inconsistent data collection procedures. Addressing these sources of error is crucial for enhancing the validity and reliability of the study's findings.","Age and performance scores are examples of quantitative variables because they can be measured on a numerical scale, while gender and treatment type are categorical variables because they involve distinct categories or groups","Given the experiment's scientific nature, it likely incorporated elements of experimental design such as randomization and the use of a control group. Randomization helps minimize the effects of confounding variables by randomly assigning participants to different groups or conditions, increasing the study's internal validity. Additionally, the inclusion of a control group allows researchers to compare the effects of the experimental treatment or intervention against a baseline condition, enabling a more accurate assessment of its efficacy.","The reason for the specific study is more clear now. The reason being to try and replicate results from previous studies by Cleaveland and McGill. The way the data is being represented is also more clear now. The use of both 2D and 3D graphs will both be used to show the data collected from the study.","Participation in the project provided hands-on experience and real-time engagement with the subject matter, allowing for immediate feedback and interaction with peers and mentors. Post-study reflection offered an opportunity for introspection and deeper analysis, enabling a more nuanced understanding of the project's challenges and successes. Crafting an extended abstract distilled the project's essence into a concise format, emphasizing key findings and contributions, while the presentation highlighted these aspects through dynamic storytelling and visual aids, aiming to captivate and inform the audience effectively","In the presentation, emphasis was placed on visual aids, storytelling techniques, and interactive elements to engage the audience and convey the project's essence vividly. These aspects were not as prominent in the abstract, which focused more on summarizing key findings and contributions in a concise written format. This difference likely stems from the presentation's goal of effectively communicating the project's narrative in a dynamic and memorable way, catering to a live audience's attention and understanding.","While the study provided valuable insights, its design could have been strengthened by incorporating a larger and more diverse sample size to enhance generalizability. Additionally, a longer duration of data collection might have captured more nuanced trends and variations over time. Finally, implementing control measures to mitigate potential confounding variables would have bolstered the study's internal validity, ensuring more robust conclusions.","If I had to choose between the extended abstract and the presentation alone, I would prefer the extended abstract for a comprehensive understanding of the study's design, methodology, and results. The extended abstract would be better for determining whether the experiment was well-designed because it provides a detailed written account of the study's framework, including variables, methods, and statistical analyses, allowing for a thorough evaluation of its scientific rigor."
"13","81c1d02fd14735926ca8f8cd5db3f03c","STAT-218-701.1241","I agree","TRUE","From the perspective of a researcher, the process of scientific investigation typically begins with observation and questioning, where they identify a problem or phenomenon to explore. They then formulate hypotheses, design experiments or studies to test these hypotheses, collect and analyze data, and draw conclusions based on their findings. This process often involves rigorous peer review, replication of results, and ongoing refinement of theories based on new evidence. In contrast, from the perspective of someone in the general public who consumes scientific results, the process might seem more straightforward and finalized. They may encounter scientific findings through news articles, social media, or other sources, where the complexities of the research process are often simplified or omitted. As consumers, they rely on the authority of scientific institutions and the credibility of researchers to provide accurate and reliable information, often without a deep understanding of the intricacies involved in generating that knowledge.",NA,NA,NA,NA,NA,NA,"As someone taking part in the study, I understand better how the researchers are repeating and expanding on what Cleveland and McGill did. They're trying out different ways of showing data. The part where they explain how they made the graphs and how they're involving participants in the study is helpful. But I'm still curious about who gets to join the study, why they made certain decisions about how to do it, and how they'll use the results to understand how people see data differently.",NA,NA,NA,NA
"13","7eb92d8fa106c619aff99e9309aeb341","STAT-218-701.1241","I agree","TRUE","I think this looks like are you will form a hypothesis that you want to test and get a sample and test it but then using help from other places and people you can combine data to help understand your hypothesis if it true or not. By having lots of people conducting this experiment, you can understand that. your results will be good evidence in what you are trying to prove. A regular person it would probably see the good results and not the failed ones. What I mean by this is if scientists experiment, they would get results and if it failed their research, they probably would not make it so public. but if they are proven right more of the general public would see the results.

 ","27244-99262-29860-11993","to get data and estimate how students will see graphs","how precise are students when estimating graphs.","that it says to estimate so different people might have different definitions of that word.","how students read the graphs and estimate how big the graphs are. The estimation I quantitative.","i think that would be the random picking of a graph kit and so when you have the online students take it then you can have them participate in the experiment, but you know what they are getting for the random graphs an the in-person students get to pick.","One is that I was not sure if I was seeing the same graph over and over again, just asked a different question each time so knowing that some graphs were the same and they just gave you a different form graph to look at to determine the ratio or the by how much. It is also kind of cool to read this proposal and see that they were hoping to use this in the spring of 2023 and now they got it to come true. to know that this study is based on a previous study, they just wanted to build upon that is also cool because one thing is that to get an accurate and precise measurement is to do lots of trials and that is what they are doing. I also thought it was cool that we now have more technology to be able to take a graph and then make them into a 3D version of it and also try to replicate something even when we don't have any measurements.",NA,NA,NA,NA
"13","1efcdfda058050f4468f5af267556a63","STAT-218-701.1241","I agree","TRUE","From the point of view of a researcher I think this looks very specific and detailed. I think that they must have a well formed hypothesis and an organized way of going about the experiment. I think from someone in the general public it should be quick and to the point with the information. It should be easy to see the hypothesis and then also easy to see the results.  ",NA,"To judge if certain presentation styles made it harder to interpret data shown on the graph.  ","Does lay out impact the effectiveness of graphs. ","Mayne someone with bad eyesight. ","A variable I saw examined a lot was the angle at which the graphs were shown. This is a categorical variable. ","The control group where the graph was shown straight on was probably shown to see if the one taking the test could interpret data correctly anyway.  ","I now know that the 2D vs 3D aspect of the test is what was beings looked at. What I would like to know is what about the dimensions of the graph makes it easier or more difficult to interpret the data. I also wonder if the color of the graph plays a role in the data interpretation as well. I like the future implications of the research for the study.  ",NA,NA,NA,NA
"13","3b03ff2e05dc493aa9dc782a864f354d","STAT-218-701.1241","I agree","TRUE","From the perspective of a researcher, most likely one who has done numerous experiments. Learning and understanding the process of scientific investigation will make it easy to connect to any real-life experiences you want to pursue. From the perspective of the general public, I think it may take a bit but I believe they would be able to catch on to the topics of learning the scientific process on a more general notion. ","41846-43854-05429-91427","To determine whether or not we can gauge the ratio of shapes based off images. ","Whether or not someone could determine the ratio of two comparing shapes based off images/object. ","Not having the objects physically nearby, technical issues, differences in how people gauge sizes.","We examined which shape was smaller (categorical) and what the ratio of the shapes were compared to each other (quantitative) ","At least for the online version, there is a level of randomization versus if it was done in person, some questions allow students to choose the object and that may or may not be randomized. ","Components: The actual purpose was a lot clearer. Yes, I understood what the instructions were but I wasn't sure what data was being collected. A question I have is whether or not data varies if a participant has a strong visual sense (ability to visualize 3D) versus those who don't. I also do wonder with the data collected, if they can be generalized to another group and where the limitations start for that. ","I guess they differed in perspective, beforehand knowledge etc. During the actual experiment, there was not much context other than a brief introduction regarding the experiment and instructions in the kit. Afterward, during the post-study reflection, it differed since there was new information to go off from the experiment we participated in. The abstract itself was in the perspective of researchers and the presentation was still informative and more packed with visuals than the abstract. ","In my opinion, the study regarding Cleveland and McGill was not emphasized in the abstract compared to the presentation. Both talk about a fair share amount regarding Cleveland and McGill, but again, I believe the presentation was more clear and concise in how the data was presented, which allowed it to go more in-depth than the abstract itself. ","Besides the technical issues, I would've also collected data on whether or not a student had a strong sense of 3D visualization skills. I'm not sure how the data collection turned out, but I believe it's a factor that could influence the outcomes. For the study itself, I can't determine any critiques regarding it. It was simple, and the follow up questionnaire, abstract and presentation was also good. ","I would prefer the presentation. The presentation had more visual aids involved the hearing the instructions once more, I preferred it over the abstract since it was a bit more difficult to visualize. I believe the presentation was able to go more in-depth too in a clearer manner compared to the abstract. "
